QGC WPL 110
0	0	3	5001	10	1	0	0	-35.36641070	149.17828560	0	1
1	0	3	5001	10	1	0	0	-35.36735560	149.17433740	0	1
2	0	3	5001	10	1	0	0	-35.36854540	149.16373730	0	1
3	0	3	5001	10	1	0	0	-35.36714560	149.15794370	0	1
4	0	3	5001	10	1	0	0	-35.36067110	149.15468220	0	1
5	0	3	5001	10	1	0	0	-35.35608620	149.15674210	0	1
6	0	3	5001	10	1	0	0	-35.35356610	149.16386600	0	1
7	0	3	5001	10	1	0	0	-35.35349610	149.17214870	0	1
8	0	3	5001	10	1	0	0	-35.35650620	149.17738440	0	1
9	0	3	5001	10	1	0	0	-35.36263100	149.17897220	0	1
